Comment,Emotion,processed_comment,labeled_taget
i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,fear,drive away today feel overwhelmed news hear trillion time news heart know,1
i feel like thats a cop out having safe people,joy,feel like s cop have safe people,2
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger,feel torture look lecture note go holiday plan,0
i think i was right to feel insulted,anger,think right feel insult,0
when i had a serious argument with a dear person,anger,argument dear person,0
i asked myself why do you feel frightened of being,fear,ask feel frightened,1
i am feeling a little grumpy but that could be pms too,anger,feel little grumpy pm,0
i feel like i want to stop i think of my wimpy muscle less sister who did the tough mudder,fear,feel like want stop think wimpy muscle sister tough mudder,1
im here to tell you you arent alone if you feel vulnerable,fear,m tell not feel vulnerable,1
i think i almost made my counsellor cry yesterday because i said it feels like i dont have anyone supporting me,joy,think counsellor cry yesterday say feel like not support,2
i feel a bit shaken though,fear,feel bit shake,1
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,anger,feel music go replace bitter taste mouth lot sadness,0
i kind of struggled with it though and didnt feel like it was super powerful,joy,kind struggle not feel like super powerful,2
i feel now so uncomfortable with all of them i guess is me,fear,feel uncomfortable guess,1
i sometimes feel i am being stubborn not out of spite but rather in spite of myself,anger,feel stubborn spite spite,0
i visited the psychologist all those years ago i really took to heart what he said about not closing myself up and letting others know when i feel uncomfortable etc,fear,visit psychologist year ago take heart say close let know feel uncomfortable etc,1
i feel hated by jim martin s,anger,feel hate jim martin s,0
i feel that the thighs are being stubborn and not going away at the same rate as stomach arms or butt,anger,feel thigh stubborn go away rate stomach arm butt,0
i feel you are very charming but do the other people feel very terrible,joy,feel charming people feel terrible,2
i feel that we are often at the forefront of what soon becomes popular,joy,feel forefront soon popular,2
i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear,private person win t go personal m feel anxious write,1
i felt afraid just before receiving the question paper of the part ii exam,fear,feel afraid receive question paper ii exam,1
i just don t feel thankful rel bookmark some days i just don t feel thankful posted on a href http babychaser,joy,don t feel thankful rel bookmark day don t feel thankful post href http babychaser,2
i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,joy,ready cry feel sweet presence ruach hakodesh holy spirit room right,2
i feel compassion for them and understand why they feel insecure,fear,feel compassion understand feel insecure,1
i think whenever we moved to a new place i had to find some way to feel accepted,joy,think move new place find way feel accept,2
i feel more irritable and i feel more sensible now than ever,anger,feel irritable feel sensible,0
i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now,anger,feel resentful choice choose thing differently time change choice,0
i am going to feel annoyed with myself,anger,go feel annoyed,0
i could be really screwed just on waiting for a sitter so i was feeling stressed,anger,screw wait sitter feeling stress,0
i feel rather petty that i just dont have time to have someone talented like christine make it,anger,feel petty not time talente like christine,0
i was feeling pretty terrified full of nervous energy,fear,feel pretty terrified nervous energy,1
i feel assured that it was the right answer,joy,feel assure right answer,2
i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there,anger,try explain feeling dismiss blindly feel frustrated disintereste discuss opinion place know experience live,0
